title	type	url_slug	venue	date	location	talk_url	description
Qualifizierungsnetz - Digitalisierung und eCommerce in einer nachhaltigen Güterlogistik (DeNaLog)	Talk	talk-1	UAS Upper Austria Steyer	2022-03-05	Steyer, Upper Austria		 Informative presentation on autonomous driving, discussing the latest technologies, advances and challenges in this field. The presentation highlighted the significant role that autonomous driving plays for a sustainable, efficient and future-proof transport world.
